Set,K,E,TA,%,team,Date,Time,Site,Attendance,url
Set #2,14,1,30,.433,Ithaca,2018-10-13,14:40:00,"                 Hoboken, N.J. (Canavan Arena)

",123,https://athletics.ithaca.edu/boxscore.aspx?id=9210&path=wvball
Set #3,17,10,47,.149,Ithaca,2018-10-13,14:40:00,"                 Hoboken, N.J. (Canavan Arena)

",123,https://athletics.ithaca.edu/boxscore.aspx?id=9210&path=wvball
Set #4,10,8,35,.057,Ithaca,2018-10-13,14:40:00,"                 Hoboken, N.J. (Canavan Arena)

",123,https://athletics.ithaca.edu/boxscore.aspx?id=9210&path=wvball
Set #1,9,4,31,.161,Arcadia,2018-10-13,14:40:00,"                 Hoboken, N.J. (Canavan Arena)

",123,https://athletics.ithaca.edu/boxscore.aspx?id=9210&path=wvball
Set #2,12,7,27,.185,Arcadia,2018-10-13,14:40:00,"                 Hoboken, N.J. (Canavan Arena)

",123,https://athletics.ithaca.edu/boxscore.aspx?id=9210&path=wvball
Set #3,13,3,39,.256,Arcadia,2018-10-13,14:40:00,"                 Hoboken, N.J. (Canavan Arena)

",123,https://athletics.ithaca.edu/boxscore.aspx?id=9210&path=wvball
Set #4,10,9,40,.025,Arcadia,2018-10-13,14:40:00,"                 Hoboken, N.J. (Canavan Arena)

",123,https://athletics.ithaca.edu/boxscore.aspx?id=9210&path=wvball
Set #1,1,3,17,-.118,Bard,2018-10-19,19:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",197,https://athletics.ithaca.edu/boxscore.aspx?id=9211&path=wvball
Set #2,4,4,19,.000,Bard,2018-10-19,19:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",197,https://athletics.ithaca.edu/boxscore.aspx?id=9211&path=wvball
Set #3,4,4,23,.000,Bard,2018-10-19,19:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",197,https://athletics.ithaca.edu/boxscore.aspx?id=9211&path=wvball
Set #1,13,6,26,.269,Ithaca,2018-10-19,19:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",197,https://athletics.ithaca.edu/boxscore.aspx?id=9211&path=wvball
Set #2,15,7,29,.276,Ithaca,2018-10-19,19:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",197,https://athletics.ithaca.edu/boxscore.aspx?id=9211&path=wvball
Set #3,14,4,27,.370,Ithaca,2018-10-19,19:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",197,https://athletics.ithaca.edu/boxscore.aspx?id=9211&path=wvball
Set #1,14,8,56,.107,Vassar,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #2,8,1,28,.250,Vassar,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #3,8,7,44,.023,Vassar,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #4,8,3,39,.128,Vassar,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #5,5,1,21,.190,Vassar,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #1,18,11,58,.121,Ithaca,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #2,17,3,29,.483,Ithaca,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #3,12,11,44,.023,Ithaca,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #4,16,7,44,.205,Ithaca,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
Set #5,11,2,24,.375,Ithaca,2018-10-20,14:00:00,"                 Ithaca, N.Y. (Ben Light Gymnasium)

",201,https://athletics.ithaca.edu/boxscore.aspx?id=9212&path=wvball
