School,Abbrev. Name,h_a,set,points,Date,Time,Site,Attendance,url
"St. Lawrence
                                     ",       SLU,Home,3,7,2013-10-22,19:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",190,https://saintsathletics.com/boxscore.aspx?id=3500&path=wvball
"Clarkson
                                    ",        CU,Away,1,25,2013-10-22,19:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",190,https://saintsathletics.com/boxscore.aspx?id=3500&path=wvball
"Clarkson
                                    ",        CU,Away,2,25,2013-10-22,19:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",190,https://saintsathletics.com/boxscore.aspx?id=3500&path=wvball
"Clarkson
                                    ",        CU,Away,3,25,2013-10-22,19:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",190,https://saintsathletics.com/boxscore.aspx?id=3500&path=wvball
"Skidmore College
                                          ",  SKIDMORE,Home,1,22,2013-10-25,07:30:00,"                 RIT ()

",100,https://saintsathletics.com/boxscore.aspx?id=3482&path=wvball
"Skidmore College
                                          ",  SKIDMORE,Home,2,18,2013-10-25,07:30:00,"                 RIT ()

",100,https://saintsathletics.com/boxscore.aspx?id=3482&path=wvball
"Skidmore College
                                          ",  SKIDMORE,Home,3,15,2013-10-25,07:30:00,"                 RIT ()

",100,https://saintsathletics.com/boxscore.aspx?id=3482&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,25,2013-10-25,07:30:00,"                 RIT ()

",100,https://saintsathletics.com/boxscore.aspx?id=3482&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,25,2013-10-25,07:30:00,"                 RIT ()

",100,https://saintsathletics.com/boxscore.aspx?id=3482&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,25,2013-10-25,07:30:00,"                 RIT ()

",100,https://saintsathletics.com/boxscore.aspx?id=3482&path=wvball
"Union
                                    ",        UC,Home,1,24,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"Union
                                    ",        UC,Home,2,19,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"Union
                                    ",        UC,Home,3,26,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"Union
                                    ",        UC,Home,4,25,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"Union
                                    ",        UC,Home,5,15,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,26,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,25,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,24,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"St. Lawrence
                                     ",       SLU,Away,4,16,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"St. Lawrence
                                     ",       SLU,Away,5,7,2013-10-26,12:00:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3483&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,22,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"St. Lawrence
                                     ",       SLU,Home,4,27,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"RIT
                                     ",       RIT,Away,1,16,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"RIT
                                     ",       RIT,Away,2,25,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"RIT
                                     ",       RIT,Away,3,18,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"RIT
                                     ",       RIT,Away,4,25,2013-10-26,14:30:00,"                 Rochester, NY (Clark Gym)

",100,https://saintsathletics.com/boxscore.aspx?id=3484&path=wvball
"Potsdam State
                                         ",   POTVB13,Home,1,16,2013-10-30,19:00:00,"                 Canton, NY (Burkman Gymnasium)

",257,https://saintsathletics.com/boxscore.aspx?id=3581&path=wvball
"Potsdam State
                                         ",   POTVB13,Home,2,21,2013-10-30,19:00:00,"                 Canton, NY (Burkman Gymnasium)

",257,https://saintsathletics.com/boxscore.aspx?id=3581&path=wvball
"Potsdam State
                                         ",   POTVB13,Home,3,18,2013-10-30,19:00:00,"                 Canton, NY (Burkman Gymnasium)

",257,https://saintsathletics.com/boxscore.aspx?id=3581&path=wvball
"St. Lawrence Univ.
                                     ",       SLU,Away,1,25,2013-10-30,19:00:00,"                 Canton, NY (Burkman Gymnasium)

",257,https://saintsathletics.com/boxscore.aspx?id=3581&path=wvball
"St. Lawrence Univ.
                                     ",       SLU,Away,2,25,2013-10-30,19:00:00,"                 Canton, NY (Burkman Gymnasium)

",257,https://saintsathletics.com/boxscore.aspx?id=3581&path=wvball
"St. Lawrence Univ.
                                     ",       SLU,Away,3,25,2013-10-30,19:00:00,"                 Canton, NY (Burkman Gymnasium)

",257,https://saintsathletics.com/boxscore.aspx?id=3581&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,18,2013-11-01,NA,"                 Rochester, NY (Clark Gym)

",40,https://saintsathletics.com/boxscore.aspx?id=3497&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,19,2013-11-01,NA,"                 Rochester, NY (Clark Gym)

",40,https://saintsathletics.com/boxscore.aspx?id=3497&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,16,2013-11-01,NA,"                 Rochester, NY (Clark Gym)

",40,https://saintsathletics.com/boxscore.aspx?id=3497&path=wvball
"NYUW
                                      ",      NYUW,Away,1,25,2013-11-01,NA,"                 Rochester, NY (Clark Gym)

",40,https://saintsathletics.com/boxscore.aspx?id=3497&path=wvball
"NYUW
                                      ",      NYUW,Away,2,25,2013-11-01,NA,"                 Rochester, NY (Clark Gym)

",40,https://saintsathletics.com/boxscore.aspx?id=3497&path=wvball
"NYUW
                                      ",      NYUW,Away,3,25,2013-11-01,NA,"                 Rochester, NY (Clark Gym)

",40,https://saintsathletics.com/boxscore.aspx?id=3497&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,26,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3498&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,25,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3498&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3498&path=wvball
"Rochester
                                     ",       URW,Away,1,24,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3498&path=wvball
"Rochester
                                     ",       URW,Away,2,22,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3498&path=wvball
"Rochester
                                     ",       URW,Away,3,13,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3498&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,15,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3837&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,15,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3837&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,26,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3837&path=wvball
"Nazareth
                                          ",  NAZARETH,Away,1,25,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3837&path=wvball
"Nazareth
                                          ",  NAZARETH,Away,2,25,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3837&path=wvball
"Nazareth
                                          ",  NAZARETH,Away,3,28,2013-11-02,NA,"                 Rochester, NY (Clark Gym)

",0,https://saintsathletics.com/boxscore.aspx?id=3837&path=wvball
"Houghton College
                                        ",    HCVB14,Home,1,22,2014-08-29,18:00:00,"                 Canton, NY (Roos House)

",47,https://rooathletics.com/boxscore.aspx?id=1528&path=wvball
"Houghton College
                                        ",    HCVB14,Home,2,14,2014-08-29,18:00:00,"                 Canton, NY (Roos House)

",47,https://rooathletics.com/boxscore.aspx?id=1528&path=wvball
"Houghton College
                                        ",    HCVB14,Home,3,20,2014-08-29,18:00:00,"                 Canton, NY (Roos House)

",47,https://rooathletics.com/boxscore.aspx?id=1528&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,25,2014-08-29,18:00:00,"                 Canton, NY (Roos House)

",47,https://rooathletics.com/boxscore.aspx?id=1528&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2014-08-29,18:00:00,"                 Canton, NY (Roos House)

",47,https://rooathletics.com/boxscore.aspx?id=1528&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2014-08-29,18:00:00,"                 Canton, NY (Roos House)

",47,https://rooathletics.com/boxscore.aspx?id=1528&path=wvball
"SUNYIT
                                      ",      SITW,Home,1,18,2014-08-30,11:00:00,"                 Canton, NY (Roos House)

",74,https://rooathletics.com/boxscore.aspx?id=1529&path=wvball
"SUNYIT
                                      ",      SITW,Home,2,15,2014-08-30,11:00:00,"                 Canton, NY (Roos House)

",74,https://rooathletics.com/boxscore.aspx?id=1529&path=wvball
"SUNYIT
                                      ",      SITW,Home,3,19,2014-08-30,11:00:00,"                 Canton, NY (Roos House)

",74,https://rooathletics.com/boxscore.aspx?id=1529&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,25,2014-08-30,11:00:00,"                 Canton, NY (Roos House)

",74,https://rooathletics.com/boxscore.aspx?id=1529&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2014-08-30,11:00:00,"                 Canton, NY (Roos House)

",74,https://rooathletics.com/boxscore.aspx?id=1529&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2014-08-30,11:00:00,"                 Canton, NY (Roos House)

",74,https://rooathletics.com/boxscore.aspx?id=1529&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,1,30,2014-09-05,17:00:00,"                 Beverly, Mass. (Endicott College)

",15,https://rooathletics.com/boxscore.aspx?id=1530&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,2,27,2014-09-05,17:00:00,"                 Beverly, Mass. (Endicott College)

",15,https://rooathletics.com/boxscore.aspx?id=1530&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,3,21,2014-09-05,17:00:00,"                 Beverly, Mass. (Endicott College)

",15,https://rooathletics.com/boxscore.aspx?id=1530&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,4,25,2014-09-05,17:00:00,"                 Beverly, Mass. (Endicott College)

",15,https://rooathletics.com/boxscore.aspx?id=1530&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,5,8,2014-09-05,17:00:00,"                 Beverly, Mass. (Endicott College)

",15,https://rooathletics.com/boxscore.aspx?id=1530&path=wvball
"UMass Boston
                                       ",     UMBVB,Away,1,28,2014-09-05,17:00:00,"                 Beverly, Mass. (Endicott College)

",15,https://rooathletics.com/boxscore.aspx?id=1530&path=wvball
"UMass Boston
                                       ",     UMBVB,Away,2,29,2014-09-05,17:00:00,"                 Beverly, Mass. (Endicott College)

",15,https://rooathletics.com/boxscore.aspx?id=1530&path=wvball
